gcontig pos_gcontig XTX_rank
C30777716_514_1662 551 294.05
C30777716_514_1662 586 264.27
C30777716_514_1662 610 280.22
C30777716_514_1662 619 285.57
C30777716_514_1662 638 373
C30777716_514_1662 640 299.07
C30777716_514_1662 646 303.72
C30777716_514_1662 661 2027.2
C30778178_2684_3092 323 568.03
C30778178_2684_3092 326 267.13
C30778338_494_1125 46 261.72
C30778338_494_1125 89 281.59
C30778338_494_1125 122 265.2
C30778338_494_1125 139 617.18
C30778338_494_1125 262 1820.6
C30778338_494_1125 315 271.3
C30778338_494_1125 320 264.79
C30778338_494_1125 343 473
C30778338_494_1125 345 265.61
C30778338_494_1125 353 323.23
C30778338_494_1125 355 273.26
C30778338_494_1125 376 282.88
C30778338_494_1125 394 268.74
C30778338_494_1125 396 301.59
C30778338_494_1125 441 3458
C30778338_494_1125 448 303.37
C30778390_840_3094 1032 510.01
C30778390_840_3094 1033 289.49
C30778390_840_3094 1085 314.23
C30778390_840_3094 1098 471.47
C30778390_840_3094 1161 464.17
C30778390_840_3094 1192 295.44
C30778390_840_3094 1202 313.97
C30778390_840_3094 1223 276.45
C30778390_840_3094 1282 575.82
C30778390_840_3094 1283 312.98
C30778390_840_3094 1319 266.09
C30778390_840_3094 1398 547.81
C30778390_840_3094 1402 1252.6
C30778390_840_3094 1406 4756.8
C30778390_840_3094 1437 547.87
C30778856_1787_2836 275 469.11
C30778856_1787_2836 287 282.86
C30778856_1787_2836 295 383.49
C30778856_1787_2836 336 2092
C30778856_1787_2836 347 299.05
C30778856_1787_2836 357 823.71
C30778856_1787_2836 358 703.35
C30778856_1787_2836 360 469.12
C30778856_1787_2836 403 414.38
C30778856_1787_2836 488 428.38
C30778856_1787_2836 497 282.92
C30778856_1787_2836 518 276.48
C30778856_1787_2836 548 472.13
C30778856_1787_2836 552 584.53
C30778856_1787_2836 558 251.23
C30778856_1787_2836 568 376.51
C30778856_1787_2836 577 338.21
C30778856_1787_2836 605 283.1
C30778856_1787_2836 631 575.59
C30778856_1787_2836 634 428.15
C30778856_1787_2836 643 285.1
C30778856_1787_2836 667 658.9
C30778856_1787_2836 686 436.29
C30778856_1787_2836 696 266.53
C30778856_1787_2836 717 830.69
C30778856_1787_2836 748 270.68
C30778856_1787_2836 778 273.79
C30778856_1787_2836 780 263.6
C30778856_1787_2836 790 286.98
C30778856_1787_2836 867 262.2
C30778856_1787_2836 891 263.75
C30778974_2164_3096 164 274.82
C30778974_2164_3096 221 2788.8
C30778974_2164_3096 466 1378.1
C30778974_2164_3096 468 675.62
C30778974_2164_3096 497 276.65
C30778974_2164_3096 500 324.61
C30778974_2164_3096 743 281.31
C30778974_2164_3096 745 305.92
C30778974_2164_3096 750 3546.6
C30778974_2164_3096 752 264.3
C30778974_2164_3096 767 313.25
C30778974_2164_3096 777 286.04
C30778974_2164_3096 783 281.7
C30779942_2395_3102 231 283.49
C30779942_2395_3102 278 274.35
C30779942_2395_3102 298 281.17
C30779944 2315 296.4
C30779944 2318 300.44
C30779944 2319 290.76
C30779944 2389 267.89
C30779944 2410 269.72
C30779944 2422 261.86
C30779944 2430 294.71
C30779944 2441 336.27
C30779944 2447 311.71
C30779944 2481 264.47
C30779944 2485 283.76
C30779944 2486 257.6
C30779944 2489 633.31
C30779944 2511 298.48
C30779944 2540 284.11
C30779944 2550 294.42
C30779944 2560 274.54
C30779944 2562 272.48
C30779944 2570 284.74
C30779944 2591 280.28
C30779944 2608 277.99
C30779944 2609 291.47
C30779944 2612 267.4
C30779944 2622 267.99
C30779944 2627 299.76
C30779944 2663 364.72
C30779944 2672 347.41
C30779944 2688 416.53
C30779944 2689 263.1
C30779944 2705 390.22
C30780050_1_374 67 4006.3
C30780050_1_374 87 3657.8
C30780050_1_374 88 363.04
C30780050_1_374 104 2295.4
C30780050_1_374 158 4141.6
C30780050_1_374 160 414.3
C30780050_1_374 250 3127.5
C30780050_1_374 253 411.12
C30780050_1_374 285 2055
C30780050_1_374 291 1647.1
C30780110_1_294 149 266.6
C30780110_1_294 159 278.26
C30780110_1_294 166 331.06
C30780818_2320_3106 612 276.69
C30780818_2320_3106 621 1540.6
C30780818_2320_3106 641 263.31
C30780818_2320_3106 644 286.44
C30780818_2320_3106 649 275.55
C30780818_2320_3106 665 742.96
C30780818_2320_3106 680 291.77
C30780818_2320_3106 689 273.26
C30780818_2320_3106 722 269.43
C30780866_2709_3107 41 336.19
C30780866_2709_3107 46 282.79
C30780866_2709_3107 47 297.42
C30780866_2709_3107 104 297.53
C30780976_664_1546 483 296.26
C30780976_664_1546 746 273.37
C30780976_664_1546 845 386.18
C30780976_664_1546 862 284.95
C30783186_1_429 10 651.36
C30783186_1_429 14 262.82
C30783186_1_429 44 254.88
C30783186_1_429 85 1360.8
C30783186_1_429 117 585.23
C30783186_1_429 137 309.91
C30783186_1_429 166 282.24
C30783186_1_429 175 401.04
C30783186_1_429 194 277.58
C30783186_1_429 217 1578.8
C30783186_1_429 248 1810.1
C30783186_1_429 276 275.66
C30783186_1_429 320 308.18
C30783186_1_429 322 274.33
C30783186_1_429 340 1262.2
C30783186_1_429 390 285.12
C30783186_1_429 396 294.32
C30784012_1088_2757 1137 2765.9
C30784012_1088_2757 1166 296.54
C30784012_1088_2757 1183 263.52
C30784012_1088_2757 1210 278.83
C30784012_1088_2757 1216 302.36
C30784012_1088_2757 1217 302.98
C30784012_1088_2757 1292 304.22
C30784012_1088_2757 1323 269.21
C30784012_1088_2757 1333 273.17
C30784012_1088_2757 1380 271.76
C30784012_1088_2757 1388 278.85
C30784012_1088_2757 1400 255.96
C30784326_128_1008 330 299.25
C30784326_128_1008 361 371.77
C30784326_128_1008 422 288.82
C30784326_128_1008 474 266.61
C30784326_128_1008 579 381.85
C30784912_1_1282 42 383.86
C30784912_1_1282 94 280.52
C30784912_1_1282 98 273.72
C30784912_1_1282 103 349.18
C30784912_1_1282 118 1181.9
C30784912_1_1282 180 346.22
C30784912_1_1282 195 265.15
C30784912_1_1282 252 277.34
C30784912_1_1282 275 269.86
C30784912_1_1282 343 276.64
C30784912_1_1282 345 275.44
C30784912_1_1282 393 272.44
C30784912_1_1282 451 276.13
C30784912_1_1282 459 421.85
C30784912_1_1282 468 601.86
C30784912_1_1282 477 369.3
C30784912_1_1282 487 260.67
C30784912_1_1282 489 288.84
C30785870_1_548 81 282.81
C30785870_1_548 283 264.08
C30785870_1_548 310 271.52
C30785870_1_548 470 285.9
C30786240_303_917 203 2399.4
C30786564_1_645 65 393.58
C30786564_1_645 77 290.06
C30786564_1_645 91 303.06
C30786564_1_645 97 311.03
C30786564_1_645 139 266.31
C30786564_1_645 204 284.91
C30786564_1_645 257 321.82
C30786564_1_645 266 287.84
C30786564_1_645 305 273.26
C30786564_1_645 372 335.37
C30786564_1_645 454 530.31
C30786564_1_645 517 288.66
C30786564_1_645 544 319.9
C30786564_1_645 565 448.62
C30787762 2260 280.66
C30787762 2263 292.01
C30787762 2267 412.02
C30787762 2273 282.05
C30787762 2290 742.35
C30787762 2299 1935.4
C30787762 2301 1913.3
C30787762 2317 313.93
C30787762 2318 292.63
C30787762 2320 294.66
C30787762 2348 315.14
C30787762 2351 652.27
C30787762 2362 378.38
C30787762 2363 1396.2
C30787762 2366 320.48
C30787762 2375 284.84
C30787762 2378 566.18
C30787762 2405 1707.2
C30787762 2419 282.54
C30787762 2425 298.06
C30787762 2435 291.63
C30787762 2442 269.14
C30787762 2443 270.37
C30787762 2448 270.87
C30787762 2492 419.61
C30787762 2493 321.66
C30787762 2518 545.76
C30787762 2524 297.92
C30787762 2543 750.49
C30787762 2556 464.87
C30787762 2559 279.16
C30787762 2560 288.39
C30787762 2564 892.73
C30787762 2569 438.5
C30787762 2607 267.27
C30787762 2855 1151.4
C30787762 2868 267.05
C30787996_2633_3143 209 299.55
C30787996_2633_3143 240 274.91
C30787996_2633_3143 394 275.1
C30787996_2633_3143 424 272.39
C30787996_2633_3143 425 299.81
C30787996_2633_3143 450 264.7
C30788234_2211_3144 399 271.44
C30788234_2211_3144 417 330.08
C30788234_2211_3144 418 279.43
C30788234_2211_3144 464 272.75
C30788234_2211_3144 469 1023.8
C30788234_2211_3144 501 1747.5
C30788234_2211_3144 536 314.84
C30788234_2211_3144 541 255.07
C30788234_2211_3144 594 292.08
C30788234_2211_3144 611 254.33
C30788234_2211_3144 624 282.53
C30788234_2211_3144 666 287.99
C30788234_2211_3144 677 276.82
C30788234_2211_3144 708 366.59
C30788234_2211_3144 728 1916.2
C30788234_2211_3144 782 331.71
C30788234_2211_3144 791 335.64
C30788234_2211_3144 795 830.93
C30788234_2211_3144 798 274.03
C30788234_2211_3144 811 291.93
C30788234_2211_3144 853 299.37
C30788234_2211_3144 879 364.64
C30788234_2211_3144 888 1779.7
C30788474_463_936 101 286.49
C30788474_463_936 157 301.7
C30788474_463_936 160 262.23
C30788474_463_936 168 289.14
C30788474_463_936 186 314.79
C30788474_463_936 194 287.29
C30788474_463_936 258 1354.3
C30788474_463_936 266 346.29
C30788474_463_936 316 277.4
C30788474_463_936 414 649.21
C30790066_1_845 102 956.55
C30790066_1_845 105 305.04
C30790066_1_845 155 300.87
C30790066_1_845 163 414.59
C30790066_1_845 213 919.85
C30790066_1_845 248 311.14
C30790066_1_845 267 270.48
C30790066_1_845 271 351.5
C30790066_1_845 275 309.1
C30790066_1_845 293 424.48
C30790066_1_845 310 275.13
C30790066_1_845 426 321.17
C30790154_1717_1900 92 2941.5
C30790154_1717_1900 93 317.93
C30790154_1717_1900 103 377.05
C30790154_1717_1900 113 267.91
C30790154_1717_1900 114 306.34
C30790154_1717_1900 115 275.89
C30790154_1964_3154 489 282.75
C30790154_1964_3154 535 293.92
C30790154_1964_3154 819 706.13
C30790154_1964_3154 919 676.97
C30790154_1964_3154 1128 280.73
C30790154_1964_3154 1130 266.01
C30790246_688_1323 284 266.23
C30790246_688_1323 293 284.7
C30790562_1_1752 182 285.86
C30790562_1_1752 186 285.54
C30790562_1_1752 188 262.39
C30790562_1_1752 220 280.99
C30790562_1_1752 223 287
C30790562_1_1752 237 285.22
C30790562_1_1752 243 295.44
C30790562_1_1752 247 285.02
C30790562_1_1752 261 452.77
C30790562_1_1752 283 277.64
C30790562_1_1752 309 260.44
C30790562_1_1752 318 427.31
C30790562_1_1752 320 290.96
C30790562_1_1752 322 322.75
C30790562_1_1752 328 595.82
C30790562_1_1752 347 812.71
C30790562_1_1752 354 282.3
C30790562_1_1752 363 286.83
C30790562_1_1752 364 337.82
C30790562_1_1752 366 276.27
C30790562_1_1752 381 395
C30790562_1_1752 396 743.33
C30790562_1_1752 411 486.86
C30790562_1_1752 418 285.08
C30790562_1_1752 470 426.02
C30790562_1_1752 473 289.41
C30790562_1_1752 481 275.09
C30790562_1_1752 506 257.94
C30790562_1_1752 514 2906
C30790562_1_1752 516 286.28
C30790562_1_1752 522 273.51
C30790562_1_1752 525 319.05
C30790562_1_1752 535 259.62
C30790562_1_1752 540 290.93
C30790562_1_1752 548 551.84
C30790562_1_1752 589 257.95
C30790562_1_1752 590 263.43
C30790562_1_1752 592 265.91
C30790562_1_1752 608 776.91
C30790562_1_1752 613 1116.6
C30790562_1_1752 625 759.32
C30790562_1_1752 641 535.17
C30790562_1_1752 646 280.35
C30790562_1_1752 656 288.91
C30790562_1_1752 660 280.77
C30790562_1_1752 676 277.3
C30790562_1_1752 678 288.2
C30790562_1_1752 682 284.57
C30790562_1_1752 688 2788.8
C30790562_1_1752 730 283.91
C30790562_1_1752 745 806.74
C30790562_1_1752 755 365.9
C30790562_1_1752 757 251.74
C30790562_1_1752 767 276.04
C30790562_1_1752 768 685.62
C30790562_1_1752 773 287.93
C30790562_1_1752 783 292.32
C30790562_1_1752 784 1274.7
C30790562_1_1752 794 795.56
C30790562_1_1752 795 311.47
C30790562_1_1752 805 279.64
C30790562_1_1752 813 477.06
C30790562_1_1752 815 844.72
C30790562_1_1752 820 305.63
C30790562_1_1752 829 880.08
C30790562_1_1752 834 285.59
C30790562_1_1752 835 695.09
C30790562_1_1752 851 295.63
C30790562_1_1752 857 2149.4
C30790562_1_1752 895 836.27
C30790562_1_1752 900 3393.7
C30790562_1_1752 927 285.25
C30790562_1_1752 951 285.55
C30790562_1_1752 962 379.6
C30790562_1_1752 971 1330.4
C30790562_2432_3156 88 286.5
C30790562_2432_3156 94 296.61
C30790562_2432_3156 98 278.36
C30790562_2432_3156 101 433.27
C30790562_2432_3156 107 1526.1
C30790562_2432_3156 120 276.31
C30790562_2432_3156 138 262.87
C30790562_2432_3156 145 308.18
C30790562_2432_3156 147 455.17
C30790562_2432_3156 148 270.15
C30790562_2432_3156 150 1187.3
C30790562_2432_3156 170 282.09
C30790562_2432_3156 179 318.38
C30790562_2432_3156 189 263.19
C30790562_2432_3156 200 265.47
C30790562_2432_3156 226 256.06
C30790562_2432_3156 228 271.61
C30790562_2432_3156 235 334.44
C30790562_2432_3156 246 282.48
C30790562_2432_3156 279 316.67
C30790562_2432_3156 280 279.62
C30790562_2432_3156 301 298.44
C30790562_2432_3156 316 252.52
C30790562_2432_3156 345 256.47
C30790562_2432_3156 349 745.47
C30790562_2432_3156 353 345.39
C30790562_2432_3156 361 285.62
C30790562_2432_3156 376 293.85
C30790562_2432_3156 386 291.97
C30790562_2432_3156 391 942.51
C30790562_2432_3156 400 1260.6
C30790562_2432_3156 404 642.59
C30790562_2432_3156 421 339.25
C30790562_2432_3156 425 278.33
C30790562_2432_3156 426 342.09
C30790562_2432_3156 429 276.73
C30790562_2432_3156 447 280.63
C30790562_2432_3156 455 1021.6
C30790562_2432_3156 467 306.46
C30790562_2432_3156 473 1879.9
C30790562_2432_3156 495 946.76
C30790562_2432_3156 498 1403.6
C30790562_2432_3156 522 1576.3
C30790562_2432_3156 534 279.01
C30790562_2432_3156 536 286.32
C30790918_2646_3158 169 278.09
C30790918_2646_3158 180 266.63
C30790918_2646_3158 212 278.52
C30790918_2646_3158 306 308.84
C30790918_2646_3158 347 257.73
C30790918_2646_3158 413 267.47
C30790918_2646_3158 426 281.59
C30791232_2210_2529 4 324.74
C30791232_2210_2529 22 282.11
C30791232_2210_2529 42 438.1
C30791232_2210_2529 53 304.14
C30791232_2210_2529 69 270.25
C30791232_2210_2529 71 261.24
C30791232_2210_2529 73 512.17
C30791232_2210_2529 74 359.25
C30791232_2210_2529 98 351.9
C30791232_2210_2529 126 688.53
C30791232_2210_2529 127 280.58
C30791232_2210_2529 132 312
C30791232_2210_2529 146 335.51
C30791232_2210_2529 229 263.92
C30791232_2210_2529 232 312.73
C30791232_2210_2529 239 467.71
C30791232_2210_2529 247 313.2
C30791232_2210_2529 267 272.07
C30791232_2210_2529 275 278.56
C30791232_2210_2529 303 1249.9
C30791232_928_1266 34 258.15
C30791232_928_1266 109 1288.5
C30791232_928_1266 113 283.25
C30791232_928_1266 195 284.76
C30791232_928_1266 215 276.65
C30791232_928_1266 259 302.03
C30791232_928_1266 312 277.37
C30791392_2621_3064 244 277.03
C30791392_2621_3064 267 277.12
C30791392_2621_3064 274 261.76
C30791814_1_1361 554 992.77
C30791814_1_1361 832 1355.3
C30791814_1_1361 859 1341.6
C30791980_1682_3163 906 280.3
C30791980_1682_3163 908 283.44
C30791980_1682_3163 1173 287.63
C30792156 61 293.99
C30792156 67 281.73
C30792156 70 5576.5
C30792156 73 279.41
C30792156 186 271.79
C30792156 217 285.11
C30792156 229 279.82
C30792156 234 279.22
C30792156 262 365.38
C30792156 287 271.45
C30792156 311 290.18
C30792156 355 553.66
C30792156 375 517.82
C30792156 385 289.02
C30792766_2324_2528 47 612.75
C30792766_2324_2528 85 651.97
C30792766_2324_2528 113 276.86
C30792766_2324_2528 124 265.41
C30792766_2324_2528 151 265.26
C30793230_2478_3169 277 288.43
C30793230_2478_3169 295 288.59
C30793230_2478_3169 298 279.46
C30793230_2478_3169 307 797.63
C30793230_2478_3169 315 340.03
C30793230_2478_3169 324 298.23
C30793230_2478_3169 327 323.8
C30793230_2478_3169 340 281.17
C30793230_2478_3169 349 273.38
C30793230_2478_3169 378 1003.5
C30793230_2478_3169 535 272.99
C30793230_2478_3169 545 287.73
C30793230_2478_3169 560 1088.1
C30793230_2478_3169 607 706.52
C30793230_2478_3169 654 278.24
C30793652_2714_3171 233 1414.6
C30793652_2714_3171 241 303.01
C30793652_2714_3171 244 297.13
C30793652_2714_3171 254 286.65
C30793652_2714_3171 260 264.77
C30793652_2714_3171 289 379.49
C30793652_2714_3171 302 329.7
C30793652_2714_3171 339 256.64
C30793652_2714_3171 352 390.48
C30793652_2714_3171 356 1269.4
C30793652_2714_3171 370 1231.2
C30793652_2714_3171 383 307.34
C30793652_2714_3171 384 284.73
C30793652_2714_3171 392 277.61
C30793734_2658_3171 44 286.33
C30793734_2658_3171 48 306.93
C30793734_2658_3171 64 260.2
C30793734_2658_3171 78 265.46
C30793734_2658_3171 90 308.23
C30793734_2658_3171 103 332.36
C30793734_2658_3171 114 724.07
C30793734_2658_3171 215 315.32
C30793734_2658_3171 220 277.28
C30793734_2658_3171 278 284.56
C30793978_766_3173 776 272.01
C30793978_766_3173 789 304.61
C30793978_766_3173 795 378.12
C30793978_766_3173 798 359.46
C30793978_766_3173 840 561.47
C30793978_766_3173 848 1020.3
C30793978_766_3173 850 895.78
C30793978_766_3173 857 1067.2
C30793978_766_3173 932 613.1
C30793978_766_3173 944 1562.1
C30793978_766_3173 972 1715.3
C30793978_766_3173 976 1274
C30793978_766_3173 1011 1396.6
C30793978_766_3173 1024 445.37
C30793978_766_3173 1025 1230
C30793978_766_3173 1029 652.36
C30793978_766_3173 1047 352.97
C30793978_766_3173 1067 770.7
C30793978_766_3173 1234 411.89
C30793978_766_3173 1239 550.05
C30793978_766_3173 1244 436.83
C30793978_766_3173 1282 360.09
C30794122 702 277.26
C30794122 937 312.38
C30794122 942 631.65
C30794122 972 1819
C30794122 1023 369.18
C30794122 1105 291.16
C30794122 1152 626.42
C30794122 1287 277.07
C30794122 1428 262.71
C30794156_1_912 25 272.75
C30794156_1_912 66 287.51
C30794156_1_912 114 280.64
C30794156_1_912 115 287.74
C30794156_1_912 139 474.18
C30794156_1_912 169 291.58
C30794156_1_912 249 277.89
C30794156_1_912 274 294.86
C30794156_1_912 356 260.99
C30794156_1_912 385 371.13
C30794156_1_912 417 294.91
C30794216_1_614 242 269.48
C30794216_1_614 317 268.58
C30794216_1_614 351 296.16
C30794216_1_614 382 5025.7
C30794216_1_614 385 330.17
C30794216_682_1448 297 6929.7
C30795942_2131_3182 77 4720.3
C30795942_2131_3182 95 310.29
C30795942_2131_3182 109 283.96
C30795942_2131_3182 122 260.66
C30795942_2131_3182 127 324.67
C30795942_2131_3182 144 3082.8
C30795942_2131_3182 169 288.4
C30795942_2131_3182 189 290.63
C30795942_2131_3182 193 270.18
C30795942_2131_3182 203 273.74
C30795942_2131_3182 208 1266
C30795942_2131_3182 220 910.51
C30795942_2131_3182 221 280.13
C30795942_2131_3182 235 264.18
C30795942_2131_3182 237 268.58
C30795942_2131_3182 292 390.21
C30795942_2131_3182 294 269.01
C30795942_2131_3182 306 451.03
C30795942_2131_3182 307 256.16
C30795942_2131_3182 312 280.7
C30795942_2131_3182 313 721.96
C30796384 427 359.98
C30796384 442 320.98
C30796384 446 314.21
C30796384 464 315.26
C30796384 475 268.95
C30796384 483 273.22
C30796384 491 269.34
C30796384 502 312.81
C30796384 503 270.82
C30796384 509 290.24
C30796384 543 2684.3
C30796384 545 267.26
C30796384 556 361.93
C30796384 582 277.77
C30796384 586 293.05
C30796384 589 267.64
C30796384 619 250.68
C30796384 620 328.98
C30796384 622 284.16
C30796384 628 283.72
C30796384 632 264
C30796384 636 267.1
C30796384 667 261.61
C30796384 679 266.06
C30796384 681 267
C30796384 689 268.62
C30796384 697 251.26
C30796384 698 284.51
C30796384 702 550.52
C30796384 710 686.82
C30796384 714 359.47
C30796384 722 380.08
C30796384 735 289.34
C30796384 763 379.65
C30796384 817 335.21
C30796384 823 296.32
C30796384 838 685.7
C30796384 839 888.71
C30796384 847 258.26
C30796384 860 3926.1
C30796384 871 291.83
C30796384 890 661.23
C30796384 894 519.24
C30796384 902 301.18
C30796384 904 3903.6
C30796384 930 283.8
C30796384 953 289.38
C30796384 959 426.19
C30796384 975 302.87
C30796384 1001 315.31
C30796384 1004 299.08
C30796384 1008 891.7
C30796384 1020 2408.8
C30796384 1022 535.8
C30796384 1038 282.98
C30796384 1041 318.65
C30796384 1070 292.66
C30796384 1092 271.52
C30796384 1102 278.03
C30796384 1105 266.13
C30796384 1114 281.08
C30796384 1120 280.31
C30796384 1158 291.38
C30796384 1160 281.87
C30796384 1178 294.44
C30796384 1225 314.29
C30796384 1253 322.17
C30796384 1257 311.67
C30796384 1258 282.19
C30796602_513_3186 117 7835
C30796602_513_3186 684 4837.3
C30796602_513_3186 709 281.91
C30796602_513_3186 728 259.16
C30796602_513_3186 736 290.14
C30796602_513_3186 838 285.8
C30796602_513_3186 928 5034.9
C30796602_513_3186 1195 261.66
C30796602_513_3186 1279 709.49
C30796632_1_808 490 286.86
C30796632_1_808 501 274.62
C30796632_1_808 506 270.46
C30796632_1_808 519 294.37
C30796632_1_808 575 272.49
C30796632_1_808 633 289.72
C30796632_1_808 641 326.01
C30796882 417 282.72
C30796882 448 268.65
C30796882 449 266.58
C30797094_1002_1516 117 1705.3
C30797094_1002_1516 118 1783
C30797094_1002_1516 125 276.21
C30797094_1002_1516 153 305.23
C30797094_1002_1516 159 338.14
C30797094_1002_1516 169 723.03
C30797094_1002_1516 172 275.05
C30797094_1002_1516 340 261.15
C30797094_1002_1516 366 296.91
C30797520_2478_3190 558 272.02
C30797520_2478_3190 655 2034.5
C30797640_711_1523 266 345.82
C30798918_829_1594 299 1701.7
C30798982_141_1189 382 277.02
C30798982_141_1189 390 270.46
C30798982_141_1189 461 440.95
C30798982_141_1189 468 294.86
C30798982_141_1189 473 408.04
C30798982_141_1189 615 328.22
C30798982_141_1189 645 487.61
C30798982_141_1189 840 3559
C30798982_141_1189 936 1258.9
C30798982_141_1189 955 310.61
C30798982_141_1189 976 276.76
C30798982_141_1189 1000 270.77
C30798982_2391_2725 231 646.93
C30798982_2391_2725 262 342.46
C30799198 2391 284.94
C30799198 2400 3043.7
C30799198 2484 273.32
C30799198 2522 264.36
C30799198 2550 271.94
C30799198 2552 309.72
C30799198 2591 441.86
C30799198 2664 488.65
C30799198 2721 263.22
C30799198 2728 270.53
C30799198 2729 276.1
C30799198 2791 289.45
C30799198 2804 288.58
C30799198 2871 280.91
C30799198 2874 302.53
C30799510_1_765 282 286.21
C30799510_1_765 292 242.02
C30799510_1_765 301 288.37
C30799510_1_765 308 351.99
C30799510_1_765 312 270.32
C30799510_1_765 320 278.18
C30799510_1_765 322 281.64
C30799510_1_765 335 311.64
C30799510_1_765 349 429.82
C30799510_1_765 386 612.29
C30799510_1_765 388 276.46
C30799510_1_765 470 270.97
C30799710_1_444 208 263.53
C30800096 930 268.47
C30800096 936 498.16
C30800096 938 292.6
C30800096 947 265.88
C30800096 984 410.23
C30800096 996 283.19
C30800344_2417_3203 327 256.36
C30800344_2417_3203 386 257.04
C30800344_2417_3203 435 302.89
C30800344_2417_3203 437 279.8
C30800344_2417_3203 441 338.15
C30800344_2417_3203 463 296.42
C30800344_2417_3203 473 4693.5
C30800344_2417_3203 474 2840.7
C30800344_2417_3203 480 298.88
C30800344_2417_3203 500 296.18
C30800344_2417_3203 539 292.26
C30800344_2417_3203 585 353.51
C30800344_2417_3203 745 274.6
C30800344_2417_3203 747 6443.7
C30800344_2417_3203 749 270.52
C30800838_329_742 31 345.38
C30800838_329_742 42 314.47
C30800838_329_742 82 279.52
C30800838_329_742 118 261.24
C30800838_329_742 215 285.89
C30800838_329_742 255 3811.6
C30800838_329_742 268 275.04
C30800838_329_742 271 282.36
C30800838_329_742 362 280.2
C30800838_794_1208 67 262.87
C30800838_794_1208 76 403.78
C30800838_794_1208 130 266.31
C30800838_794_1208 137 290.83
C30800838_794_1208 179 300.9
C30800838_794_1208 221 279.1
C30800838_794_1208 234 274.96
C30800838_794_1208 250 305.64
C30800838_794_1208 269 291.68
C30800838_794_1208 283 599.13
C30800838_794_1208 285 267.24
C30800838_794_1208 300 280.81
C30800838_794_1208 337 330.4
C30800838_794_1208 381 432.64
C30801062 2424 314.07
C30801062 2492 637.35
C30801062 2496 552.59
C30801062 2507 261.16
C30801062 2724 274.48
C30801062 2729 308.13
C30801062 2741 269.29
C30801348_2165_3208 580 271.99
C30801348_2165_3208 603 2484.2
C30801348_2165_3208 624 1038.2
C30801348_2165_3208 633 285.21
C30801348_2165_3208 658 1638.3
C30801348_2165_3208 684 596.57
C30801348_2165_3208 685 293.6
C30801348_2165_3208 720 279.22
C30801426 30 328.95
C30801426 33 275.72
C30801426 77 291.12
C30801426 88 274.61
C30801426 98 259.11
C30801426 107 295.26
C30801426 108 1836.4
C30801426 128 286.33
C30801426 139 517.8
C30801426 168 269.74
C30801426 172 282.96
C30801426 325 266.13
C30801426 406 272.25
C30801426 423 267.52
C30801426 537 297.58
C30801426 578 266.59
C30801426 614 490.26
C30801426 620 272.98
C30802676_2641_2986 49 255.38
C30802728_2515_3215 77 283.89
C30802728_2515_3215 132 284.57
C30802728_2515_3215 177 259.24
C30802728_2515_3215 634 3989.6
C30802728_2515_3215 637 272.08
C30802770_1293_3215 930 618.88
C30803106_1_954 90 297.39
C30803106_1_954 93 1219.1
C30803106_1_954 95 364.73
C30803106_1_954 107 284.93
C30803106_1_954 109 305.09
C30803106_1_954 126 260.59
C30803106_1_954 139 257.22
C30803106_1_954 141 333.1
C30803106_1_954 147 266.79
C30803106_1_954 151 501.14
C30803106_1_954 157 287.34
C30803106_1_954 164 302.97
C30803106_1_954 166 308.82
C30803106_1_954 174 823
C30803106_1_954 191 293.93
C30803106_1_954 207 1462.9
C30803106_1_954 210 1719.6
C30803106_1_954 260 293.34
C30803106_1_954 264 366.9
C30803106_1_954 270 308.28
C30803106_1_954 279 293.44
C30803106_1_954 290 456.83
C30803106_1_954 324 505.33
C30803106_1_954 369 660.76
C30803106_1_954 388 287.91
C30803106_1_954 412 278.55
C30803106_1_954 421 303.93
C30803106_1_954 426 267.88
C30803106_1_954 428 1115.1
C30803106_1_954 451 995.82
C30803106_1_954 477 313.23
C30803262_1487_2985 1108 3105.3
C30803262_1487_2985 1112 1859.9
C30803262_1487_2985 1135 2823.9
C30803262_1487_2985 1136 278.14
C30803262_1487_2985 1145 1914.5
C30803262_1487_2985 1162 252.97
C30803262_1487_2985 1175 291.65
C30803262_1487_2985 1200 442.08
C30803262_1487_2985 1215 730.7
C30803262_1487_2985 1264 267.28
C30803262_1487_2985 1308 640.59
C30803262_1487_2985 1349 285.18
C30803262_1487_2985 1362 263.35
C30803262_1487_2985 1365 307.21
C30803262_1487_2985 1374 308.17
C30803262_1487_2985 1412 264.45
C30803262_1487_2985 1415 535.88
C30803262_1487_2985 1443 381.04
C30803262_1487_2985 1475 263.26
C30803528_1_1309 230 268.28
C30803528_1_1309 389 282.61
C30803528_1_1309 422 267.77
C30803528_1_1309 520 266.64
C30803528_1_1309 575 296.85
C30803528_1_1309 578 285.57
C30803528_1_1309 674 281.36
C30803528_1_1309 708 296.38
C30803528_1_1309 711 301.36
C30803528_1_1309 758 290.17
C30803528_1_1309 841 289.52
C30803528_1_1309 869 277.39
C30803528_1_1309 900 292.21
C30803528_1_1309 964 549.11
C30803528_1_1309 980 373.95
C30803528_1_1309 1029 991.99
C30803528_1_1309 1059 505
C30803528_1_1309 1066 494.41
C30803588_1_920 209 1663.4
C30803588_1_920 219 531.76
C30803588_1_920 231 337.59
C30803588_1_920 254 303.98
C30803588_1_920 266 302.77
C30803588_1_920 305 779.95
C30803588_1_920 321 422.02
